repo,repo_url,mined_at_utc,mining_status,error_type,error_message,has_dependabot_pr,first_dependabot_pr_date,first_dependabot_pr_url,first_dependabot_pr_number,first_dependabot_pr_author,first_dependabot_pr_title,first_dependabot_pr_query_author,dependabot_pr_search_queries,has_dependabot_config,dependabot_config_path,dependabot_config_created_date,dependabot_config_created_sha,dependabot_config_created_url,dependabot_config_created_message
swagger-api/swagger-core,https://github.com/swagger-api/swagger-core,2026-08-14T18:19:18.960727+00:00,ok,,,True,2022-04-01T17:40:38Z,https://github.com/swagger-api/swagger-core/pull/4154,4154,dependabot,Bump jackson-databind from 2.13.2 to 2.13.2.1 in /modules/swagger-project-jakarta,app/dependabot,repo:swagger-api/swagger-core is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:swagger-api/swagger-core is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:swagger-api/swagger-core is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:swagger-api/swagger-core is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2023-11-07T17:41:04Z,707be72b3a7f2166e64b9dbe3cd9d0df5ff82f33,https://github.com/swagger-api/swagger-core/commit/707be72b3a7f2166e64b9dbe3cd9d0df5ff82f33,add deps update CI
swisspush/gateleen,https://github.com/swisspush/gateleen,2026-08-14T18:19:26.907744+00:00,ok,,,False,,,,,,,repo:swisspush/gateleen is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:swisspush/gateleen is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:swisspush/gateleen is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:swisspush/gateleen is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
swisspush/vertx-redisques,https://github.com/swisspush/vertx-redisques,2026-08-14T18:19:34.182160+00:00,ok,,,False,,,,,,,repo:swisspush/vertx-redisques is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:swisspush/vertx-redisques is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:swisspush/vertx-redisques is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:swisspush/vertx-redisques is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
swisspush/vertx-rest-mirror,https://github.com/swisspush/vertx-rest-mirror,2026-08-14T18:19:42.853716+00:00,ok,,,False,,,,,,,repo:swisspush/vertx-rest-mirror is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:swisspush/vertx-rest-mirror is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:swisspush/vertx-rest-mirror is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:swisspush/vertx-rest-mirror is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
swisspush/vertx-rest-storage,https://github.com/swisspush/vertx-rest-storage,2026-08-14T18:19:51.471520+00:00,ok,,,False,,,,,,,repo:swisspush/vertx-rest-storage is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:swisspush/vertx-rest-storage is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:swisspush/vertx-rest-storage is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:swisspush/vertx-rest-storage is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
syndesisio/syndesis,https://github.com/syndesisio/syndesis,2026-08-14T18:19:59.909514+00:00,ok,,,True,2019-08-22T09:56:11Z,https://github.com/syndesisio/syndesis/pull/6423,6423,dependabot-preview,chore(deps-dev): bump @commitlint/config-conventional from 6.1.3 to 8.1.0,app/dependabot-preview,repo:syndesisio/syndesis is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:syndesisio/syndesis is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:syndesisio/syndesis is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:syndesisio/syndesis is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-04-29T15:19:21Z,b50467c2bc7f77e042a841967ebfe50ed9eb3f58,https://github.com/syndesisio/syndesis/commit/b50467c2bc7f77e042a841967ebfe50ed9eb3f58,Upgrade to GitHub-native Dependabot
synhershko/elasticsearch-analysis-hebrew,https://github.com/synhershko/elasticsearch-analysis-hebrew,2026-08-14T18:20:06.168824+00:00,ok,,,False,,,,,,,repo:synhershko/elasticsearch-analysis-hebrew is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:synhershko/elasticsearch-analysis-hebrew is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:synhershko/elasticsearch-analysis-hebrew is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:synhershko/elasticsearch-analysis-hebrew is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
taboola/backstage-api-java-client,https://github.com/taboola/backstage-api-java-client,2026-08-14T18:20:12.305440+00:00,ok,,,True,2019-11-13T05:17:47Z,https://github.com/taboola/backstage-api-java-client/pull/21,21,dependabot,Bump jackson-databind from 2.9.9.2 to 2.9.10.1,app/dependabot,repo:taboola/backstage-api-java-client is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:taboola/backstage-api-java-client is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:taboola/backstage-api-java-client is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:taboola/backstage-api-java-client is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
tabulapdf/tabula-java,https://github.com/tabulapdf/tabula-java,2026-08-14T18:20:19.454530+00:00,ok,,,True,2019-06-04T15:21:25Z,https://github.com/tabulapdf/tabula-java/pull/292,292,dependabot-preview,Bump maven-compiler-plugin from 3.1 to 3.8.1,app/dependabot-preview,repo:tabulapdf/tabula-java is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:tabulapdf/tabula-java is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:tabulapdf/tabula-java is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:tabulapdf/tabula-java is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-04-29T15:23:21Z,c89831109f6892c62d9597ba593161b4cf2b0c1f,https://github.com/tabulapdf/tabula-java/commit/c89831109f6892c62d9597ba593161b4cf2b0c1f,Upgrade to GitHub-native Dependabot
tagbangers/wallride,https://github.com/tagbangers/wallride,2026-08-14T18:20:26.297001+00:00,ok,,,False,,,,,,,repo:tagbangers/wallride is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:tagbangers/wallride is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:tagbangers/wallride is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:tagbangers/wallride is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
taimos/dvalin,https://github.com/taimos/dvalin,2026-08-14T18:20:32.698917+00:00,ok,,,True,2019-11-01T23:28:25Z,https://github.com/taimos/dvalin/pull/77,77,dependabot,Bump jackson.version from 2.9.8 to 2.10.0,app/dependabot,repo:taimos/dvalin is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:taimos/dvalin is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:taimos/dvalin is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:taimos/dvalin is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
taskana/taskana,https://github.com/taskana/taskana,2026-08-14T18:20:38.586045+00:00,ok,,,True,2019-10-21T10:25:57Z,https://github.com/Taskana/taskana/pull/735,735,dependabot,Bump diff from 3.4.0 to 3.5.0 in /web,app/dependabot,repo:taskana/taskana is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:taskana/taskana is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:taskana/taskana is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:taskana/taskana is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-03-04T23:42:44Z,25478b93b12ab20bdce0ea2f86c6c0b405ce0a4f,https://github.com/Taskana/taskana/commit/25478b93b12ab20bdce0ea2f86c6c0b405ce0a4f,Create Dependabot config file
taxjar/taxjar-java,https://github.com/taxjar/taxjar-java,2026-08-14T18:20:45.390017+00:00,ok,,,True,2020-10-13T07:07:58Z,https://github.com/taxjar/taxjar-java/pull/29,29,dependabot,Bump junit from 4.12 to 4.13.1,app/dependabot,repo:taxjar/taxjar-java is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:taxjar/taxjar-java is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:taxjar/taxjar-java is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:taxjar/taxjar-java is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
tballison/lucene-addons,https://github.com/tballison/lucene-addons,2026-08-14T18:20:51.772199+00:00,ok,,,True,2019-02-05T14:00:10Z,https://github.com/tballison/lucene-addons/pull/36,36,dependabot-preview,Bump log4j.version from 2.11.0 to 2.11.1,app/dependabot-preview,repo:tballison/lucene-addons is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:tballison/lucene-addons is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:tballison/lucene-addons is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:tballison/lucene-addons is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
tcurdt/jdeb,https://github.com/tcurdt/jdeb,2026-08-14T18:20:57.629120+00:00,ok,,,True,2020-10-13T07:40:29Z,https://github.com/tcurdt/jdeb/pull/309,309,dependabot,Bump junit from 4.13 to 4.13.1,app/dependabot,repo:tcurdt/jdeb is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:tcurdt/jdeb is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:tcurdt/jdeb is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:tcurdt/jdeb is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-01-02T13:07:39Z,ab40e084e7da142f06e07ef6e1e2213088cfc38d,https://github.com/tcurdt/jdeb/commit/ab40e084e7da142f06e07ef6e1e2213088cfc38d,switched from travis to github actions
tdf/odftoolkit,https://github.com/tdf/odftoolkit,2026-08-14T18:21:04.539921+00:00,ok,,,True,2020-09-14T18:19:43Z,https://github.com/tdf/odftoolkit/pull/67,67,dependabot,Bump ant from 1.10.7 to 1.10.8,app/dependabot,repo:tdf/odftoolkit is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:tdf/odftoolkit is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:tdf/odftoolkit is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:tdf/odftoolkit is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
teamapps-org/universal-db,https://github.com/teamapps-org/universal-db,2026-08-14T18:21:11.986202+00:00,ok,,,True,2020-06-16T00:22:43Z,https://github.com/teamapps-org/universal-db/pull/1,1,dependabot,Bump guava from 23.6-jre to 24.1.1-jre,app/dependabot,repo:teamapps-org/universal-db is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:teamapps-org/universal-db is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:teamapps-org/universal-db is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:teamapps-org/universal-db is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
teknux-org/jetty-bootstrap,https://github.com/teknux-org/jetty-bootstrap,2026-08-14T18:21:17.419100+00:00,ok,,,True,2019-12-18T16:49:44Z,https://github.com/teknux-org/jetty-bootstrap/pull/39,39,dependabot,Bump httpclient from 4.3.1 to 4.3.6 in /jetty-bootstrap,app/dependabot,repo:teknux-org/jetty-bootstrap is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:teknux-org/jetty-bootstrap is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:teknux-org/jetty-bootstrap is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:teknux-org/jetty-bootstrap is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
tencentyun/cos-java-sdk-v5,https://github.com/tencentyun/cos-java-sdk-v5,2026-08-14T18:21:24.214302+00:00,ok,,,True,2020-10-13T09:31:40Z,https://github.com/tencentyun/cos-java-sdk-v5/pull/74,74,dependabot,Bump junit from 4.12 to 4.13.1,app/dependabot,repo:tencentyun/cos-java-sdk-v5 is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:tencentyun/cos-java-sdk-v5 is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:tencentyun/cos-java-sdk-v5 is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:tencentyun/cos-java-sdk-v5 is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
terrestris/shogun2,https://github.com/terrestris/shogun2,2026-08-14T18:21:29.811402+00:00,ok,,,False,,,,,,,repo:terrestris/shogun2 is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:terrestris/shogun2 is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:terrestris/shogun2 is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:terrestris/shogun2 is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
test4j/test4j,https://github.com/test4j/test4j,2026-08-14T18:21:38.092783+00:00,ok,,,True,2020-07-02T02:21:59Z,https://github.com/test4j/test4j/pull/9,9,dependabot,Bump mysql-connector-java from 5.1.6 to 8.0.16 in /test4j-db-dep,app/dependabot,repo:test4j/test4j is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:test4j/test4j is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:test4j/test4j is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:test4j/test4j is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
textexploration/mtas,https://github.com/textexploration/mtas,2026-08-14T18:21:44.687744+00:00,ok,,,True,2019-11-02T21:30:16Z,https://github.com/textexploration/mtas/pull/6,6,dependabot,Bump currentLuceneVersion from 8.1.1 to 8.3.0,app/dependabot,repo:textexploration/mtas is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:textexploration/mtas is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:textexploration/mtas is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:textexploration/mtas is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
thin-wiki/thin-wiki,https://github.com/thin-wiki/thin-wiki,2026-08-14T18:21:50.878829+00:00,ok,,,True,2021-04-09T15:41:15Z,https://github.com/thin-wiki/thin-wiki/pull/1,1,dependabot,Bump github-api from 1.122 to 1.127,app/dependabot,repo:thin-wiki/thin-wiki is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:thin-wiki/thin-wiki is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:thin-wiki/thin-wiki is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:thin-wiki/thin-wiki is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-04-09T15:40:38Z,972402fa25d61e0e127947387a80b1891df81a58,https://github.com/thin-wiki/thin-wiki/commit/972402fa25d61e0e127947387a80b1891df81a58,Create dependabot.yml
thomasjallerton/nimbus-core,https://github.com/thomasjallerton/nimbus-core,2026-08-14T18:21:59.343643+00:00,ok,,,False,,,,,,,repo:thomasjallerton/nimbus-core is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:thomasjallerton/nimbus-core is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:thomasjallerton/nimbus-core is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:thomasjallerton/nimbus-core is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
thombergs/wicked-charts,https://github.com/thombergs/wicked-charts,2026-08-14T18:22:07.978177+00:00,ok,,,False,,,,,,,repo:thombergs/wicked-charts is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:thombergs/wicked-charts is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:thombergs/wicked-charts is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:thombergs/wicked-charts is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
thrau/jarchivelib,https://github.com/thrau/jarchivelib,2026-08-14T18:22:16.571027+00:00,ok,,,True,2020-10-13T07:56:37Z,https://github.com/thrau/jarchivelib/pull/82,82,dependabot,Bump junit from 4.11 to 4.13.1,app/dependabot,repo:thrau/jarchivelib is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:thrau/jarchivelib is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:thrau/jarchivelib is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:thrau/jarchivelib is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
thymeleaf/thymeleaf-extras-tiles2,https://github.com/thymeleaf/thymeleaf-extras-tiles2,2026-08-14T18:22:22.479034+00:00,ok,,,True,2020-11-14T17:29:35Z,https://github.com/thymeleaf/thymeleaf-extras-tiles2/pull/25,25,dependabot,Bump springframework.version from 4.0.0.RELEASE to 5.3.1 in /thymeleaf-extras-tiles2-spring4,app/dependabot,repo:thymeleaf/thymeleaf-extras-tiles2 is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:thymeleaf/thymeleaf-extras-tiles2 is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:thymeleaf/thymeleaf-extras-tiles2 is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:thymeleaf/thymeleaf-extras-tiles2 is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
