CVE_ID,Commit Message,Links in Message,Link Presence,PATCH
CVE-2009-2693,"Various related (un)deploy improvements including:
- better handling of failed (un)deployment
- adding checking for invalid zip file entries that don't make sense in a WAR file
- improved validation of WAR file names.
These changes address CVE-2009-2693, CVE-2009-2901 and CVE-2009-2902.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc5.5.x/trunk@902650 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/tc5.5.x/trunk@902650,contains links,https://github.com/apache/tomcat55/commit/0299cb724ea71f304d54adfcdb950f59b01fb421;https://github.com/apache/tomcat/commit/4b0e7e7a9f28e707f26fcbba3a1526e5053e6fa8
CVE-2017-7672,Optimises validator to reduce number of compiling pattern,,no links,https://github.com/apache/struts/commit/931df54ab379bf4eb5a625bf05066b8563c3737b
CVE-2018-1114,"UNDERTOW-1338 File descriptor leak cause JarURLConnection.getLastModi… (#638)

UNDERTOW-1337 File descriptor leak cause JarURLConnection.getLastModified()",https://github.com/undertow-io/undertow/pull/638,contains links,https://github.com/undertow-io/undertow/commit/7f22aa0090296eb00280f878e3731bb71d40f9e;https://github.com/undertow-io/undertow/commit/882d5884f2614944a0c2ae69bafd9d13bfc5b64
CVE-2014-1904,"Add encoding for the default action in FormTag

Issue: SPR-11426",,no links,https://github.com/spring-projects/spring-framework/commit/741b4b229ae032bd17175b46f98673ce0bd2d485;https://github.com/spring-projects/spring-framework/commit/14e5a02870f9ef90df6171c63ee23d0db5c29809;https://github.com/spring-projects/spring-framework/commit/8e096aeef55287dc829484996c9330cf755891a1
CVE-2021-26117,ARTEMIS-2895 - ensure propagated credentials are visible for bind and removed for subsequent mapping operations,,contains links,https://github.com/apache/activemq-artemis/commit/ec1c5a96c74b24f2c9a6f0919a1a180721c5c6b9
CVE-2019-16942,More clean up after #2478,https://github.com/FasterXML/jackson-databind/issues/2478,contains links,https://github.com/FasterXML/jackson-databind/commit/54aa38d87dcffa5ccc23e64922e9536c82c1b9c8
CVE-2021-27807,"PDFBOX-4892: optimize loop, as suggested by valerybokov

git-svn-id: https://svn.apache.org/repos/asf/pdfbox/branches/2.0@1887586 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/pdfbox/branches/2.0@1887586,contains links,https://github.com/apache/pdfbox/commit/c978d742bd64137aacdba346f3afe7238a5ac9a7
CVE-2020-1935,"Correct a regression in transfer-encoding parsing

Invalid tokens are an error",,no links,https://github.com/apache/tomcat/commit/060ecc5eb839208687b7fcc9e35287ac8eb46998
CVE-2020-1963,"IGNITE-12790 Introduce distributed SQL configuration and ability to disable SQL functions. (#7593)

(cherry picked from commit a65e51c9148cd765f3a58b956e4e0e08ddc7a201)",https://github.com/apache/ignite/pull/7593,contains links,https://github.com/apache/ignite/commit/02b0439639a9dab264cdb3ed4081c231e0079c13
CVE-2018-1000820,Fixes #931 (#962),https://github.com/neo4j-contrib/neo4j-apoc-procedures/issues/931; https://github.com/neo4j-contrib/neo4j-apoc-procedures/pull/962,contains links,https://github.com/neo4j-contrib/neo4j-apoc-procedures/commit/45bc09c8bd7f17283e2a7e85ce3f02cb4be4fd1a;https://github.com/neo4j-contrib/neo4j-apoc-procedures/commit/e04325c48663994af0bab69a551ad64be2219708
CVE-2020-17530,Fixes translating id in Form tag,,no links,https://github.com/apache/struts/commit/dfa8fb3e4c3c3220f72135fa779006d9dde747bf
CVE-2017-2617,not found,,no links,https://github.com/hawtio/hawtio/commit/93e239db33e02be226197e6e192de0c90d19c0ea;https://github.com/hawtio/hawtio/commit/8cf6848f4d4d4917a4551c9aa49dc00f699eb569
CVE-2019-5427,"Address more potential security concerns associated with the possibility of adversarially constructed XML files, many thanks to Aaron Massey at HackerOne.",,no links,https://github.com/swaldman/c3p0/commit/f38f27635c384806c2a9d6500d80183d9f09d78b
CVE-2016-0750,not found,,no links,https://github.com/infinispan/infinispan/commit/d943b44994fc5738a6146493042861cfe8e3cbb1;https://github.com/infinispan/infinispan/commit/e893f259a4d53587565bfec2e3c4fcb6cd0e65e6
CVE-2020-7647,asset: path traversal fix #1639,https://github.com/jooby-project/jooby/issues/1639,contains links,https://github.com/jooby-project/jooby/commit/34f526028e6cd0652125baa33936ffb6a8a4a009
CVE-2018-1000129,"fix: Verify a given 'mimeType' and/or 'callback' request parameter

So that only fixed values are possible, in order to avoid XSS attack
vectors.",,no links,https://github.com/rhuss/jolokia/commit/5895d5c137c335e6b473e9dcb9baf748851bbc5f
CVE-2020-5398,"Escape quotes in filename

Also sync up to master and 5.1.x on refactorings in ContentDisposition
and ContentDispositionTests.

Closes gh-24230",,contains links,https://github.com/spring-projects/spring-framework/commit/0583b334b46cf2a591c72c2708ee3d2ac5d2b58c
CVE-2021-22160,"Disallow parsing of token with none signature in authenticateToken (#9172)

Signed-off-by: Zixuan Liu <nodeces@gmail.com>

### Motivation

If Apache Pulsar is configured to authenticate clients using tokens based on JSON Web Tokens (JWT), the signature of the token is not validated if the algorithm of the presented token is set to ""none"". This allows an attacker to connect to Pulsar instances as any user (incl. admins).

### Modifications

- using `parseClaimsJws` instead of `parse`

`parseClaimsJws` can guarantees the correct security model for parsing signed JWTs.


(cherry picked from commit 71bc84164610ff15ff7c5747f923d09b57787e0a)",https://github.com/apache/pulsar/pull/9172,contains links,https://github.com/apache/pulsar/commit/bdd062b4d822ab4487472af4a1561a51ce42900c
CVE-2020-5529,disable java access to avoid execution of arbitrary (java) code,,no links,https://github.com/HtmlUnit/htmlunit/commit/934390fefcd2cd58e6d86f2bc19d811ae17bfa28
CVE-2017-5647,"Improve sendfile handling when requests are pipelined.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc8.0.x/trunk@1788999 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/tc8.0.x/trunk@1788999,contains links,https://github.com/apache/tomcat80/commit/ec10b8c785d1db91fe58946436f854dde04410fd
CVE-2016-4970,"OpenSslEngine writePlaintextData WANT_READ with no data in BIO buffer

Motivation:
CVE-2016-4970

OpenSslEngine.wrap calls SSL_write which may return SSL_ERROR_WANT_READ, and if in this condition there is nothing to read from the BIO the OpenSslEngine and SslHandler will enter an infinite loop.

Modifications:
- Use the error code provided by OpenSSL and go back to the EventLoop selector to detect if the socket is closed

Result:
OpenSslEngine correctly handles the return codes from OpenSSL and does not enter an infinite loop.",,contains links,https://github.com/netty/netty/commit/9e2c400f89c5badc39919f811179d3d42ac5257c
CVE-2016-4000,"Do not deserialize PyFunction objects. Fixes #2454

Instead use standard Python pickling; or subclass PyFunction.",,no links,https://github.com/jythontools/jython/commit/4c337213bd2964bb36cef2d31509b49647ca6f2a
CVE-2015-0263,XML External Entity (XXE) injection in XmlConverter. Thanks to Stephan Siano for the patch.,,no links,https://github.com/apache/camel/commit/7d19340bcdb42f7aae584d9c5003ac4f7ddaee36
CVE-2021-39152,Switch to whitelist by default.,,no links,https://github.com/x-stream/xstream/commit/652d72f38b33938c54fd3b2ef626cb7dce38001c
CVE-2017-1000487,"[PLXUTILS-161] Commandline shell injection problems

Patch by Charles Duffy, applied unmodified",,no links,https://github.com/codehaus-plexus/plexus-utils/commit/b38a1b3a4352303e4312b2bb601a0d7ec6e28f41
CVE-2016-8745,"Fix https://bz.apache.org/bugzilla/show_bug.cgi?id=60409
When unable to complete sendfile request, ensure the Processor will be added to the cache only once. Patch by markt.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1771853 13f79535-47bb-0310-9956-ffa450edef68",https://bz.apache.org/bugzilla/show_bug.cgi?id=60409; https://svn.apache.org/repos/asf/tomcat/trunk@1771853,contains links,https://github.com/apache/tomcat/commit/cbc9b18a845d3c8c053ac293dffda6c6c19dd92b
CVE-2019-10241,"Issue #3319 - Refactoring DefaultServlet Index/Listing

+ Now generates valid HTML5
+ Now allows column sort

Signed-off-by: Joakim Erdfelt <joakim.erdfelt@gmail.com>",https://github.com/jetty/jetty.project/issues/3319,contains links,https://github.com/eclipse/jetty.project/commit/ca77bd384a2970cabbbdab25cf6251c6fb76cd21
CVE-2015-5346,"Fix https://bz.apache.org/bugzilla/show_bug.cgi?id=58809
Correctly recycle the cookies when mapping requests for parallel deployment
This is part 2 of 2 of the fix for CVE-2015-5346

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1723414 13f79535-47bb-0310-9956-ffa450edef68",https://bz.apache.org/bugzilla/show_bug.cgi?id=58809; https://svn.apache.org/repos/asf/tomcat/trunk@1723414,contains links,https://github.com/apache/tomcat/commit/0dd9e7811a06e0e131da734eb706a1db4a77119c
CVE-2016-6345,"[RESTEASY-1483]

Use SecureRandom in AsynchronousDispatcher to generate job ids.",,no links,https://github.com/resteasy/Resteasy/commit/52195b4afe2be1ff5addcdab487cf44365ebde6a
CVE-2017-7556,Fixes #2374 Incorrect header in CORSFilter,https://github.com/hawtio/hawtio/issues/2374,contains links,https://github.com/hawtio/hawtio/commit/7790c85b1750e0dc01e70fe9dc8e6fa70ac4be15
CVE-2015-7559,https://issues.apache.org/jira/browse/AMQ-6470 - Remove unused ControlCommand handling in client,https://issues.apache.org/jira/browse/AMQ-6470,contains links,https://github.com/apache/activemq/commit/338a74d;https://github.com/apache/activemq/commit/b8fc78e
CVE-2013-0239,"[CXF-4776] - Fix + re-enable tests

git-svn-id: https://svn.apache.org/repos/asf/cxf/trunk@1438424 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/cxf/trunk@1438424,contains links,https://github.com/apache/cxf/commit/295a4e2f9eb3e7e0513980202949ccc424dee2d4
CVE-2014-7816,UNDERTOW-338 Fix tirectory traversal attack on windows,,no links,https://github.com/undertow-io/undertow/commit/ab8ba2adc9ca508dc22e41f1b63c34c5a78e80a1
CVE-2016-4999,DASHBUILDE-113: SQL Injection on data set lookup filters,,no links,https://github.com/dashbuilder/dashbuilder/commit/8574899e3b6455547b534f570b2330ff772e524b
CVE-2020-1950,TIKA-3050 -- add xmp extraction from PSD files,,no links,https://github.com/apache/tika/commit/750d7790c7d8ba766f2794fac79521d5870eadfb
CVE-2019-10247,"Issue #3555 - Applying more changes from review

Signed-off-by: Joakim Erdfelt <joakim.erdfelt@gmail.com>",https://github.com/jetty/jetty.project/issues/3555,contains links,https://github.com/eclipse/jetty.project/commit/b0f72a87d5b35ff0a814143fb1725f7c6fc4e0d7;https://github.com/eclipse/jetty.project/commit/7746c83ad6c4f71ceb60e6ed29d3411a09d0e9db
CVE-2014-0003,CAMEL-7123 Enable the xml transformer security processing feature by default,,contains links,https://github.com/apache/camel/commit/c6de749e9b3c7b61861c5480e91550290585224d
CVE-2011-2088,"Solves WW-3579 - escapes actionName and methodName to prevent XSS vulnerability

git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/trunk@1076372 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/struts/struts2/trunk@1076372,contains links,https://github.com/apache/struts/commit/885ab3459e146ff830d1f7257f809f4a3dd4493a
CVE-2012-2733,"Improve InternalNioInputBuffer#parseHeaders()
Move the code and s/end/pos/

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1350294 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1350294,contains links,https://github.com/apache/tomcat/commit/f7a1b83
CVE-2016-3082,Drops defining location via request,,no links,https://github.com/apache/struts/commit/6bd694b7980494c12d49ca1bf39f12aec3e03e2f
CVE-2016-4003,WW-4507 - clone Tomcat UDecoder and use it for in query string handling,,contains links,https://github.com/apache/struts/commit/5421930b49822606792f36653b17d3d95ef106f9;https://github.com/apache/struts/commit/72471d7075681bea52046645ad7aa34e9c53751e
CVE-2021-29043,May 2021,,no links,https://github.com/community-security-team/liferay-portal/commit/ce56c3137a8a97ffdad8a3e95ede563dd97c946f
CVE-2013-1966,"Disable eval expressions

git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/branches/STRUTS_2_3_14_X@1469249 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/struts/struts2/branches/STRUTS_2_3_14_X@1469249,contains links,https://github.com/apache/struts/commit/7e6f641ebb142663cbd1653dc49bed725edf7f56
CVE-2014-0034,"Validation fix in the STS

git-svn-id: https://svn.apache.org/repos/asf/cxf/trunk@1551228 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/cxf/trunk@1551228,contains links,https://github.com/apache/cxf/commit/b4b9a010bb23059251400455afabddee15b46127
CVE-2020-1926,"HIVE-22708: Fix for HttpTransport to replace String.equals (Naveen Gangam, reviewed by Peter Vary)",,contains links,https://github.com/apache/hive/commit/ee5a6be81a87bb21b3779edad6e61b67b365997b
CVE-2020-11987,"BATIK-1284: Dont load DTDs in NodePickerPanel

git-svn-id: https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@1878396 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@1878396,contains links,https://github.com/apache/xmlgraphics-batik/commit/0ef5b661a1f77772d1110877ea9e0287987098f6
CVE-2011-1183,"Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=12428
Add optional support for preemptive authentication on a per context basis
Based on a patch suggested by Werner Donn
This includes the fix for CVE-2011-1183

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1087643 13f79535-47bb-0310-9956-ffa450edef68",https://issues.apache.org/bugzilla/show_bug.cgi?id=12428; https://svn.apache.org/repos/asf/tomcat/trunk@1087643,contains links,https://github.com/apache/tomcat/commit/b06f06375a1ff20c7fb949771e77360225e3ff41
CVE-2015-5255,"Added a config option to turn xml doctype declarations on in AMF Xml payload. It is called: ""allow-xml-doctype-declaration""",,no links,https://github.com/apache/flex-blazeds/commit/561d840192afad20225bcedbd8766a624280be6b
CVE-2019-12423,"Some updates to the OIDC JWK Keys service

(cherry picked from commit 6852cd5e4927f8e651c0a0589b5ee3f61e753186)",,contains links,https://github.com/apache/cxf/commit/2de7e14eb95626fffef6f61365186de9a1c9de3d;https://github.com/apache/cxf/commit/8b40fdba289c62f4defae51c1f76860f0159c441
CVE-2020-1953,"Prevent object creation when loading YAML files.

When creating a new Yaml instance from SnakeYaml to read in a
configuration file the instance is now configured that no objects are
created automatically.",,no links,https://github.com/apache/commons-configuration/commit/add7375cf37fd316d4838c6c56b054fc293b4641
CVE-2020-26945,Output warning when deserializing object stream with no JEP-290 filter defined,,no links,https://github.com/mybatis/mybatis-3/commit/9caf480e05c389548c9889362c2cb080d728b5d8
CVE-2018-11761,improve xml reading,,no links,https://github.com/apache/tika/commit/bd9d75d8b0a85af2937047bfad04288c3044b2a6;https://github.com/apache/tika/commit/148adec1016acc122fa5e972f75d7029376998d9;https://github.com/apache/tika/commit/4e67928412ad56333d400f3728ecdb59d07d9d63
CVE-2016-4433,Introduces new callMethod() function to be used to execute actions,,no links,https://github.com/apache/struts/commit/b28b78c062f0bf3c79793a25aab8c9b6c12bce6e
CVE-2017-2594,ENTESB-6497 - Proxy servlet should not display error stacktrace,,no links,https://github.com/hawtio/hawtio/commit/765c7c51ef9546ddca0bbf08b2961272041a22fe
CVE-2017-1000208,"Merge pull request #481 from mmosemmle/parser_change

parser change.",https://github.com/swagger-api/swagger-parser/pull/481,contains links,https://github.com/swagger-api/swagger-parser/commit/98f620c5622b0852958e01562c25988e57d80252
CVE-2020-1960,FLINK-16697][metrics][jmx] Disable rebinding,,contains links,https://github.com/apache/flink/commit/58b58f4b16a2e25c95b465377d43a51ad8ef3f6a
